row_idx,top_features,top_abs_z
211115,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.45613769451598, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
211254,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[4.642361946447554, 1.9950045249592383, 1.3146412272370096, 0.9999995745697359, 0.9999995745697359]"
211367,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[5.769988453692893, 5.343711077163856, 5.2982133141363335, 1.216258332432305, 0.9999995745697359]"
211444,"['mean_payment', 'mean_allowed', 'distinct_hcpcs', 'mean_charge', 't_hipaa_share']","[2.614684952450343, 2.592992859637845, 2.2239942823563212, 1.9227694716327133, 0.9999995745697359]"
211583,"['total_services', 'allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.8163935942777805, 1.0091929097776422, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
211591,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.25460705584171, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
211634,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[11.213469423478804, 11.205955359521308, 8.95492817344518, 1.041598284601169, 0.9999995745697359]"
211690,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[4.07993312956983, 4.03156232811971, 1.6282736444635708, 0.9999995745697359, 0.9999995745697359]"
211715,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[6.7921600766456525, 5.595060594122755, 5.530804315329442, 1.2844246603514793, 0.9999995745697359]"
211824,"['mean_payment', 'mean_charge', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[6.218528229755516, 5.921135165347091, 5.58191677642756, 1.2038695365546261, 0.9999995745697359]"
211894,"['distinct_hcpcs', 'total_beneficiaries', 'total_services', 'allow_ratio', 't_hipaa_share']","[17.137261544252258, 3.192312679727391, 2.0286615078805843, 1.1568536602549597, 0.9999995745697359]"
211967,"['distinct_hcpcs', 'total_services', 'distinct_pos', 'allow_ratio', 't_hipaa_share']","[6.556903013853114, 2.4038350202949275, 1.9950045249592383, 1.0146896917403905, 0.9999995745697359]"
212012,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[6.758433652527384, 2.562794291281202, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
212024,"['distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.030116837053399, 1.13309183026635, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
212145,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.037770030424746, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
212284,"['mean_payment', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[1.2496118911669543, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
212377,"['mean_payment', 'mean_allowed', 'mean_charge', 'total_beneficiaries', 'distinct_pos']","[10.029994975292732, 10.02729128915106, 7.1161058939560755, 2.10264659334715, 1.9950045249592383]"
212432,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 'distinct_hcpcs']","[10.556578924834957, 10.529189186461153, 10.245390965154897, 1.177225189457722, 1.0148104503107045]"
212622,"['mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge', 't_hipaa_share']","[2.3691319626865406, 2.3436611880831006, 1.9950045249592383, 1.286892702462819, 0.9999995745697359]"
212780,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[2.62705555970486, 1.9950045249592383, 1.043500313610621, 0.9999995745697359, 0.9999995745697359]"
212805,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs', 'allow_ratio']","[4.010198571843864, 3.9666965368792737, 3.472107405455144, 1.5186370469963781, 1.0574884078282187]"
212896,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[3.5339434337390725, 1.9950045249592383, 1.4893958851704892, 0.9999995745697359, 0.9999995745697359]"
212910,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[14.267475659495464, 14.255489712886503, 7.743245751025793, 1.0148104503107045, 0.9999995745697359]"
212911,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.62705555970486, 1.9950045249592383, 1.459092276995331, 0.9999995745697359, 0.9999995745697359]"
212987,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[5.246953862470363, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
213052,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[10.890503164059986, 4.030523870598783, 3.986713823753124, 1.5725468440269417, 0.9999995745697359]"
213063,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.037770030424746, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
213103,"['mean_charge', 'distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[6.742771432428043, 1.7201676856706476, 1.6980056867288063, 0.9999995745697359, 0.9999995745697359]"
213157,"['mean_charge', 'mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share']","[9.698224314108572, 7.524207467540457, 7.52381618458801, 1.3241486337814705, 0.9999995745697359]"
213162,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.4529791252757684, 7.445547121312714, 4.248966084889626, 0.9999995745697359, 0.9999995745697359]"
213212,"['total_services', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[1.656054415120979, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
213246,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[10.890503164059986, 9.391764625810644, 9.3638684732636, 1.278895407944745, 0.9999995745697359]"
213508,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[11.123344841129317, 11.12260708474511, 7.371932140839188, 1.1155757696478392, 0.9999995745697359]"
213621,"['mean_payment', 'mean_allowed', 'mean_charge', 'total_services', 'allow_ratio']","[4.425839542863239, 4.4040879458883895, 3.566384662270336, 1.2932103002232143, 1.016964179327028]"
213667,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[6.977556450425305, 6.963971175455185, 5.196546438449635, 0.9999995745697359, 0.9999995745697359]"
213762,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[4.138535349761881, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
213798,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[10.890503164059986, 5.7707292675216095, 5.724708930180996, 1.4776333084914075, 0.9999995745697359]"
213992,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[10.318761300491698, 10.301000438657569, 3.365679237354699, 0.9999995745697359, 0.9999995745697359]"
214012,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.112542488417894, 7.098790058973609, 5.407130286672254, 0.9999995745697359, 0.9999995745697359]"
214033,"['mean_charge', 'mean_allowed', 'mean_payment', 'allow_ratio', 'distinct_hcpcs']","[8.332968590056968, 7.248523346721222, 7.243838241643957, 1.2623877232967644, 1.1155757696478392]"
214322,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 'allow_ratio']","[10.238570421398254, 10.21878872998658, 9.706585167822896, 2.3247596016934557, 1.1607320599800015]"
214369,"['total_services', 'total_beneficiaries', 't_hipaa_share', 't_billing_share', 't_lab_share']","[23.722157064496812, 10.219575999723471, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
214636,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.051415331623626, 1.4178717276592434, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
214691,"['mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[3.866117011738239, 3.834008358638583, 1.6881429055787358, 0.9999995745697359, 0.9999995745697359]"
214704,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.707263984597477, 9.671085898539065, 6.0707704099179995, 0.9999995745697359, 0.9999995745697359]"
214714,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.420625217544549, 9.407152017698772, 4.985850016575162, 0.9999995745697359, 0.9999995745697359]"
214731,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[5.366821405713997, 5.360154976164612, 3.4969051525239356, 0.9999995745697359, 0.9999995745697359]"
214820,"['mean_payment', 'mean_allowed', 'allow_ratio', 'distinct_hcpcs', 'total_services']","[3.1739015938364523, 2.352006399500291, 1.992986472876584, 1.921698324344917, 1.1653920182434052]"
214937,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[3.829986485354945, 2.4098138094937886, 2.3943078259369135, 1.3455584212423208, 0.9999995745697359]"
215076,"['distinct_hcpcs', 'total_beneficiaries', 'total_services', 'allow_ratio', 'mean_allowed']","[5.347719181807498, 1.8877413945280441, 1.2190487095816485, 1.1143560603995692, 1.0690846916710692]"
215329,"['total_services', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[1.2293673040697721, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
215469,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[2.7875025564568348, 2.745172270174072, 1.4278870673646316, 0.9999995745697359, 0.9999995745697359]"
215553,"['mean_charge', 'distinct_hcpcs', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.260799556116742, 1.7201676856706476, 1.4262121391243394, 0.9999995745697359, 0.9999995745697359]"
215659,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[15.04835318272944, 15.03798113592249, 10.890503164059986, 0.9999995745697359, 0.9999995745697359]"
215683,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[8.869783906609817, 8.696676756076366, 5.797116646376132, 1.7201676856706476, 0.9999995745697359]"
215690,"['total_services', 'total_beneficiaries', 'allow_ratio', 'mean_allowed', 'mean_payment']","[28.651905268099778, 6.928025311450312, 2.59286200822077, 1.1623719727884159, 1.0851292247641018]"
215876,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.340065988436151, 1.7316447342301313, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
215892,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.959964291201653, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
215896,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[11.003491744012129, 11.000770902596157, 5.370964191725079, 0.9999995745697359, 0.9999995745697359]"
215899,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.851545778493171, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
215905,"['mean_charge', 'mean_payment', 'mean_allowed', 'distinct_hcpcs', 'allow_ratio']","[10.463527207358679, 9.371662669684671, 9.254920544277507, 3.030116837053399, 1.262819050313707]"
215913,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[5.252303408288611, 5.2367226998279754, 3.2527344080496903, 1.9950045249592383, 0.9999995745697359]"
215920,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[7.060729610538788, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
215968,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[4.198289048428101, 4.190668257721033, 2.233517872371691, 1.6194023663335129, 0.9999995745697359]"
215970,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[5.5492498204817675, 1.9950045249592383, 1.0808130479874785, 0.9999995745697359, 0.9999995745697359]"
215972,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[1.4178717276592434, 1.1595183567655503, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216005,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[5.448484501144632, 3.046736372774203, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
216006,"['mean_charge', 'distinct_pos', 'allow_ratio', 'distinct_hcpcs', 't_hipaa_share']","[2.2900422469478876, 1.9950045249592383, 1.5199069925788724, 1.0148104503107045, 0.9999995745697359]"
216023,"['mean_charge', 'distinct_pos', 'allow_ratio', 'distinct_hcpcs', 't_hipaa_share']","[2.5122997839156374, 1.9950045249592383, 1.5101931090926173, 1.1155757696478392, 0.9999995745697359]"
216033,"['distinct_pos', 'mean_allowed', 'mean_payment', 'total_services', 'distinct_hcpcs']","[1.9950045249592383, 1.410202830282435, 1.3663993199357671, 1.341575404644471, 1.1155757696478392]"
216040,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[3.0406943802754465, 3.011550653417722, 1.7799329558044403, 0.9999995745697359, 0.9999995745697359]"
216081,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[8.773740039270079, 5.7557907528600305, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
216112,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[12.687888653116078, 12.664705423190933, 9.02347180497614, 0.9999995745697359, 0.9999995745697359]"
216226,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.549365947228387, 2.7278208790419947, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216230,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[5.2384341898623035, 5.208776493131465, 3.079385053284401, 1.9950045249592383, 0.9999995745697359]"
216254,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.735474072413342, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216284,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[5.448484501144632, 1.9950045249592383, 1.809431061909833, 0.9999995745697359, 0.9999995745697359]"
216303,"['distinct_hcpcs', 'distinct_pos', 'total_services', 'allow_ratio', 't_hipaa_share']","[6.45613769451598, 1.9950045249592383, 1.6350203571259578, 1.2303042722275468, 0.9999995745697359]"
216318,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[7.475451107852411, 7.467706798230563, 4.955464422400182, 1.9950045249592383, 0.9999995745697359]"
216377,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[5.040012410213193, 5.008545651096228, 1.4523471981726013, 0.9999995745697359, 0.9999995745697359]"
216458,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.332412795064803, 1.3089527713012492, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216523,"['mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs', 't_hipaa_share']","[2.5517077629368936, 2.437516464820862, 1.9950045249592383, 1.4178717276592434, 0.9999995745697359]"
216536,"['total_services', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[2.1085380123924953, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216561,"['distinct_pos', 'total_services', 'allow_ratio', 'distinct_hcpcs', 't_hipaa_share']","[1.9950045249592383, 1.6738341471620537, 1.6366128947178618, 1.4178717276592434, 0.9999995745697359]"
216564,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[1.9339685600011105, 1.0148104503107045, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216577,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.62705555970486, 1.6923811593060916, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216579,"['mean_allowed', 'mean_payment', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.345471529458157, 3.3202584140876255, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216619,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.851545778493171, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216627,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[4.138535349761881, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216759,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[4.037770030424746, 1.9950045249592383, 1.0769639405630596, 0.9999995745697359, 0.9999995745697359]"
216779,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[1.8884873704496115, 1.216341088984974, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216780,"['distinct_hcpcs', 'mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge']","[3.5339434337390725, 2.0102782515388493, 2.0052653871628676, 1.9950045249592383, 1.2760120394487602]"
216805,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[8.1645456028289, 7.793720373227743, 7.784111815740384, 1.2128145206357919, 0.9999995745697359]"
216807,"['distinct_hcpcs', 'distinct_pos', 'mean_payment', 'mean_allowed', 't_hipaa_share']","[2.3247596016934557, 1.9950045249592383, 1.970233147760519, 1.9373877138546056, 0.9999995745697359]"
216819,"['mean_payment', 'mean_allowed', 'total_services', 'mean_charge', 't_hipaa_share']","[3.696773999108067, 3.65573707578379, 1.3727957674546913, 1.128095674663256, 0.9999995745697359]"
216847,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[3.9370047110876114, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216940,"['mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge', 't_hipaa_share']","[3.974585665052018, 3.949381458965606, 1.9950045249592383, 1.5495768180560119, 0.9999995745697359]"
216950,"['mean_payment', 'mean_allowed', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.306979097711148, 3.2807089978163213, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
216993,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[10.977634554280657, 5.7507804591560365, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217007,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[8.028292939993708, 7.273433922432715, 2.0417028986939014, 0.9999995745697359, 0.9999995745697359]"
217123,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.642361946447554, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217282,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[6.0030163624819695, 5.983581857559285, 3.714349590076011, 1.9950045249592383, 0.9999995745697359]"
217492,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 'total_services', 't_hipaa_share']","[2.3247596016934557, 1.9950045249592383, 1.3486617145671398, 1.207830545317637, 0.9999995745697359]"
217522,"['total_services', 'distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[3.0246969132649544, 2.62705555970486, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
217597,"['mean_charge', 'mean_payment', 'mean_allowed', 'distinct_pos', 'allow_ratio']","[4.760131489015471, 4.65668251305091, 4.606040162728293, 1.9950045249592383, 1.1774348112387176]"
217637,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[15.04835318272944, 15.03798113592249, 9.764156189154692, 0.9999995745697359, 0.9999995745697359]"
217663,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.959964291201653, 1.1683817648515027, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217667,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[3.332412795064803, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217724,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.665321526561597, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217752,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.2239942823563212, 1.9950045249592383, 1.346476345303534, 0.9999995745697359, 0.9999995745697359]"
217774,"['distinct_hcpcs', 'distinct_pos', 'mean_payment', 'mean_allowed', 't_hipaa_share']","[5.650015139818902, 1.9950045249592383, 1.2321154314930574, 1.2301603864526591, 0.9999995745697359]"
217786,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.5339434337390725, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217812,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 'total_services', 't_hipaa_share']","[3.735474072413342, 1.9950045249592383, 1.3972774921587041, 1.0868913263299103, 0.9999995745697359]"
217820,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[8.068382803910135, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217827,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[6.153841736504575, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217894,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 'allow_ratio']","[6.057887322857458, 6.04959215159562, 4.890716142386457, 1.9950045249592383, 1.029415768803314]"
217895,"['mean_payment', 'mean_charge', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[5.379543215644173, 5.1706497566195395, 4.822221029262822, 1.2018322843703813, 0.9999995745697359]"
217914,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.347719181807498, 1.8975624420122434, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
217920,"['total_services', 'distinct_pos', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share']","[2.3103855953409456, 1.9950045249592383, 1.3171064083221087, 0.9999995745697359, 0.9999995745697359]"
217935,"['distinct_hcpcs', 'total_services', 'distinct_pos', 'allow_ratio', 't_hipaa_share']","[7.262260249213058, 6.074555948739298, 1.9950045249592383, 1.0403703594564073, 0.9999995745697359]"
218010,"['mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.4918358879737577, 2.4865169340475544, 2.153716850160098, 0.9999995745697359, 0.9999995745697359]"
218018,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[8.571816999269243, 8.511803486173932, 2.815372533586452, 0.9999995745697359, 0.9999995745697359]"
218029,"['mean_allowed', 'mean_payment', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share']","[2.123879407972442, 2.0656376732870103, 1.4178717276592434, 0.9999995745697359, 0.9999995745697359]"
218048,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[8.370678761921539, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
218065,"['mean_allowed', 'mean_payment', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[4.109003860358792, 4.0740548377206744, 3.503043211616336, 1.0485564970237597, 0.9999995745697359]"
218120,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[5.684356332458188, 5.416159951297481, 1.5290636348861586, 0.9999995745697359, 0.9999995745697359]"
218123,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 'distinct_hcpcs']","[4.641834055967167, 4.617938635722762, 2.0356141453391046, 1.9950045249592383, 1.8209330050077823]"
218171,"['distinct_pos', 'mean_allowed', 'mean_payment', 'total_services', 't_hipaa_share']","[1.9950045249592383, 1.7831505244910169, 1.7445736307092412, 1.5119909613060214, 0.9999995745697359]"
218173,"['mean_charge', 'mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs']","[4.269857783772277, 3.7841166553619527, 3.756745378450347, 1.9950045249592383, 1.7201676856706476]"
218202,"['mean_charge', 'mean_payment', 'mean_allowed', 'distinct_pos', 'allow_ratio']","[3.3727420278301086, 2.8093000490017417, 2.805947873404584, 1.9950045249592383, 1.224286449164146]"
218220,"['mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.822496003754078, 2.7828399459914315, 1.940643179328189, 0.9999995745697359, 0.9999995745697359]"
218288,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[9.931342593252547, 9.93116454673396, 3.9611936400428585, 2.8285861983791296, 0.9999995745697359]"
218339,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[4.138535349761881, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
218342,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.728817830801654, 2.526290240367725, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
218343,"['mean_charge', 'mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share']","[10.890503164059986, 8.540951029557924, 8.293292120972216, 1.3238356979070696, 0.9999995745697359]"
218360,"['distinct_pos', 'distinct_hcpcs', 'total_services', 'allow_ratio', 'mean_charge']","[1.9950045249592383, 1.921698324344917, 1.74982133528998, 1.401340039631655, 1.0243115099182138]"
218499,"['distinct_hcpcs', 'distinct_pos', 'mean_allowed', 'mean_payment', 't_hipaa_share']","[3.1308821563905336, 1.9950045249592383, 1.7682416139568995, 1.7051699873566102, 0.9999995745697359]"
218548,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[7.0869864654745856, 7.047958741002746, 3.6927400087495412, 1.9950045249592383, 0.9999995745697359]"
218555,"['mean_charge', 'mean_allowed', 'mean_payment', 'allow_ratio', 't_hipaa_share']","[10.627440709406931, 10.595933129619931, 10.55784474780528, 1.1965402985275153, 0.9999995745697359]"
218573,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[8.907463165858045, 8.87687040119592, 3.09187865415808, 1.0148104503107045, 0.9999995745697359]"
